symbol,timeframe,zone_type,pattern,base_time,zone_top,zone_bottom,base_open,base_high,base_low,base_close,base_range,base_volume_ratio,prior_atr,departure_atr,departure_body_vs_base_body,departure_volume_ratio,freshness,tests,broken,quality_score
AMD,4H,supply,RBD,2026-01-22T13:30:00-05:00,254.78,253.73,253.94,254.78,252.41,253.73,2.37,0.44,0.61,0.68,13.33,1.79,broken,0,True,4.47
AMD,4H,supply,RBD,2026-01-23T13:30:00-05:00,259.85,258.31,258.31,259.85,256.25,259.65,3.6,0.51,0.85,-0.97,2.72,0.95,broken,1,True,3.91
AMD,4H,supply,RBD,2026-01-28T13:30:00-05:00,253.35,251.89,251.89,253.35,250.21,252.74,3.14,0.43,0.1,-0.7,8.03,1.14,broken,3,True,3.84
AMD,4H,demand,DBR,2026-01-30T13:30:00-05:00,238.36,234.55,238.36,240.46,234.55,236.78,5.91,0.64,-2.09,1.48,7.49,1.33,broken,1,True,4.81
AMD,4H,supply,RBD,2026-02-02T13:30:00-05:00,249.97,246.28,247.63,249.97,245.18,246.28,4.79,0.54,1.2,-0.81,8.68,1.23,broken,6,True,4.04
AMD,4H,supply,DBD,2026-02-03T13:30:00-05:00,245.23,239.83,239.83,245.23,237.04,242.11,8.19,0.98,-0.51,-4.89,5.53,4.12,broken,0,True,9.0
AMD,4H,supply,DBD,2026-02-04T13:30:00-05:00,204.26,200.18,202.26,204.26,199.73,200.18,4.53,1.42,-5.16,-0.96,4.6,2.11,broken,0,True,5.06
AMD,4H,demand,DBR,2026-02-05T13:30:00-05:00,192.49,190.72,192.36,193.61,190.72,192.49,2.89,0.82,-0.92,1.81,80.42,1.76,multiple_tests,8,False,6.07
AMD,4H,demand,RBR,2026-02-06T13:30:00-05:00,208.25,206.02,207.59,209.27,206.02,208.25,3.25,0.61,1.87,0.82,12.6,1.22,broken,1,True,4.04
AMD,4H,supply,DBD,2026-02-10T09:30:00-05:00,219.39,214.86,215.14,219.39,214.26,214.86,5.13,0.76,-0.04,-0.15,4.39,0.3,broken,5,True,2.45
AMD,4H,demand,DBR,2026-02-12T13:30:00-05:00,207.68,205.14,207.68,208.55,205.14,205.9,3.41,0.38,-0.92,0.31,2.49,0.79,broken,1,True,3.11
AMD,4H,demand,DBR,2026-02-17T13:30:00-05:00,203.4,202.0,203.4,204.97,202.0,203.04,2.97,0.35,-0.56,-0.11,10.61,1.11,broken,0,True,3.22
AMD,4H,demand,RBR,2026-02-19T09:30:00-05:00,200.78,198.29,200.12,204.1,198.29,200.78,5.81,0.96,-0.21,0.4,4.11,0.4,broken,2,True,2.8
AMD,4H,demand,DBR,2026-02-23T13:30:00-05:00,196.65,194.51,196.65,196.77,194.51,196.6,2.26,0.61,-0.61,3.43,91.6,3.61,broken,2,True,8.43
AMD,4H,supply,DBD,2026-02-25T13:30:00-05:00,213.74,210.86,212.45,213.74,210.5,210.86,3.24,0.81,-0.51,-1.48,4.07,1.38,broken,0,True,4.86
AMD,4H,supply,DBD,2026-03-03T09:30:00-05:00,193.64,191.43,191.46,193.64,188.22,191.43,5.42,1.27,-1.08,-0.09,16.89,0.67,broken,0,True,2.76
AMD,4H,demand,DBR,2026-03-03T13:30:00-05:00,191.47,190.5,191.47,192.55,190.5,190.97,2.05,0.66,-1.56,2.11,18.34,1.33,multiple_tests,2,False,5.94
AMD,4H,supply,RBD,2026-03-04T13:30:00-05:00,202.44,201.3,201.3,202.44,200.85,202.01,1.59,0.72,2.25,-1.28,2.89,1.19,broken,0,True,4.47
AMD,4H,supply,RBD,2026-03-06T09:30:00-05:00,200.24,195.27,195.27,200.24,194.95,197.99,5.29,0.83,0.45,-1.09,2.04,0.84,broken,1,True,3.93
AMD,4H,demand,DBR,2026-03-09T06:30:00-04:00,192.02,189.02,189.36,193.42,189.02,192.02,4.4,0.45,-1.14,0.99,1.95,0.9,fresh,0,False,6.89
AMD,4H,demand,RBR,2026-03-10T06:30:00-04:00,203.16,202.2,202.73,206.59,202.2,203.16,4.39,0.48,1.14,0.18,2.15,0.87,broken,1,True,3.05
AMD,4H,demand,DBR,2026-03-10T14:30:00-04:00,204.1,202.32,204.1,204.77,202.32,203.24,2.45,0.38,0.01,0.75,2.24,0.53,broken,2,True,3.29
AMD,4H,supply,DBD,2026-03-11T14:30:00-04:00,205.2,204.37,204.37,205.2,203.69,204.75,1.51,0.36,-0.48,-1.32,12.39,0.59,broken,0,True,3.91
AMD,4H,supply,DBD,2026-03-12T14:30:00-04:00,198.61,197.8,198.15,198.61,197.09,197.8,1.52,0.48,-0.12,-0.17,3.17,0.5,broken,1,True,2.67
AMD,4H,supply,DBD,2026-03-13T06:30:00-04:00,199.68,197.0,198.11,199.68,196.44,197.0,3.24,0.53,-0.26,-0.81,3.37,1.25,broken,6,True,4.06
AMD,4H,demand,DBR,2026-03-13T14:30:00-04:00,193.45,192.27,193.29,193.84,192.27,193.45,1.57,0.57,-0.85,1.02,18.36,0.71,multiple_tests,2,False,4.23
AMD,4H,demand,DBR,2026-03-17T14:30:00-04:00,196.53,196.0,196.53,196.93,196.0,196.31,0.93,0.4,-0.56,0.64,10.73,0.82,broken,1,True,3.46
AMD,4H,supply,RBD,2026-03-19T14:30:00-04:00,205.88,202.94,202.94,205.88,201.62,205.23,4.26,1.08,2.23,-1.51,2.22,0.97,broken,1,True,4.48
AMD,4H,demand,DBR,2026-03-20T10:30:00-04:00,199.82,198.92,199.82,202.95,198.92,199.57,4.03,1.36,-1.46,0.49,7.52,0.77,broken,0,True,3.26
AMD,4H,demand,RBR,2026-03-20T14:30:00-04:00,201.48,198.26,199.6,201.48,198.26,201.48,3.22,0.77,0.45,1.57,3.14,0.93,broken,5,True,4.5
AMD,4H,supply,RBD,2026-03-23T06:30:00-04:00,209.11,206.42,206.42,209.11,205.79,207.38,3.32,0.95,2.08,-0.74,2.89,1.66,broken,1,True,4.4
AMD,4H,demand,DBR,2026-03-24T06:30:00-04:00,201.69,200.16,201.69,204.92,200.16,201.0,4.76,0.65,-0.9,0.92,5.36,1.39,broken,0,True,4.31
AMD,4H,demand,RBR,2026-03-24T14:30:00-04:00,205.38,204.46,204.67,206.43,204.46,205.38,1.97,0.75,1.07,3.43,11.08,1.76,broken,1,True,7.19
AMD,4H,supply,DBD,2026-03-25T14:30:00-04:00,221.33,220.32,221.03,221.33,219.55,220.32,1.78,0.9,0.21,-1.84,7.89,1.15,broken,4,True,4.98
AMD,4H,supply,DBD,2026-03-26T14:30:00-04:00,205.92,203.83,205.19,205.92,203.43,203.83,2.49,0.84,-1.79,-1.02,2.1,0.72,broken,2,True,3.74
AMD,4H,supply,RBD,2026-03-27T14:30:00-04:00,202.29,201.44,201.44,202.29,200.68,201.97,1.61,0.48,0.64,0.25,3.34,0.8,broken,2,True,3.06
AMD,4H,demand,DBR,2026-03-30T14:30:00-04:00,196.05,192.87,195.98,196.63,192.87,196.05,3.76,0.85,-1.47,0.98,38.64,0.65,fresh,0,False,6.62
AMD,4H,demand,RBR,2026-03-31T14:30:00-04:00,203.34,201.95,202.37,204.0,201.95,203.34,2.05,0.66,0.5,1.49,3.36,0.89,one_test,1,False,5.88
AMD,4H,demand,RBR,2026-04-01T14:30:00-04:00,210.19,208.77,209.15,212.1,208.77,210.19,3.33,0.63,-0.13,-0.22,5.07,0.74,one_test,1,False,4.46
AMD,4H,demand,RBR,2026-04-07T10:30:00-04:00,218.52,215.9,218.46,220.0,215.9,218.52,4.1,0.93,-0.33,0.58,44.92,0.58,fresh,0,False,6.16
AMD,4H,demand,RBR,2026-04-07T14:30:00-04:00,221.43,216.77,218.51,221.64,216.77,221.43,4.87,0.58,0.62,1.68,2.88,0.85,fresh,0,False,7.53
AMD,4H,demand,RBR,2026-04-09T06:30:00-04:00,232.92,230.91,232.92,235.99,230.91,232.38,5.08,0.66,0.0,0.56,5.24,1.25,fresh,0,False,6.81
AMD,4H,demand,RBR,2026-04-09T14:30:00-04:00,236.62,234.86,235.18,237.1,234.86,236.62,2.24,0.44,0.87,1.96,4.98,1.3,fresh,0,False,8.25
AMD,4H,supply,RBD,2026-04-10T10:30:00-04:00,249.58,245.94,246.16,249.58,243.62,245.94,5.96,1.46,1.77,-0.17,3.96,0.48,broken,4,True,2.66
AMD,4H,demand,DBR,2026-04-15T10:30:00-04:00,256.12,251.85,256.12,257.6,251.85,254.75,5.75,1.25,-0.07,0.71,2.44,0.6,fresh,0,False,6.31
AMD,4H,supply,DBD,2026-04-17T14:30:00-04:00,278.74,278.28,278.45,278.74,277.02,278.28,1.72,0.56,-0.05,-0.32,22.51,1.18,broken,0,True,3.5
AMD,4H,demand,RBR,2026-04-20T14:30:00-04:00,274.94,274.16,274.36,276.5,274.16,274.94,2.34,0.56,-0.33,1.23,6.66,0.83,fresh,0,False,7.06
AMD,4H,demand,RBR,2026-04-21T14:30:00-04:00,284.42,281.77,284.24,286.2,281.77,284.42,4.43,0.77,0.55,1.93,21.44,1.03,fresh,0,False,7.96
AMD,4H,demand,RBR,2026-04-23T14:30:00-04:00,305.24,302.7,304.4,306.1,302.7,305.24,3.4,0.49,-0.09,6.33,11.41,2.18,fresh,0,False,11.18
AMD,4H,supply,RBD,2026-04-24T14:30:00-04:00,348.25,346.12,346.12,348.25,344.54,347.76,3.71,0.71,0.2,-1.84,7.01,1.18,broken,0,True,5.02
AMD,4H,demand,DBR,2026-04-27T14:30:00-04:00,336.19,334.21,336.19,337.81,334.21,334.48,3.6,0.5,-0.04,-1.45,7.0,1.04,broken,0,True,4.49
AMD,4H,demand,RBR,2026-04-29T06:30:00-04:00,326.84,318.86,326.7,327.99,318.86,326.84,9.13,0.68,0.11,1.1,63.96,1.48,fresh,0,False,7.58
AMD,4H,demand,DBR,2026-05-01T06:30:00-04:00,352.21,349.51,351.81,358.24,349.51,352.21,8.73,0.64,0.02,0.92,20.85,1.05,broken,0,True,3.97
AMD,4H,supply,RBD,2026-05-01T14:30:00-04:00,361.96,360.55,360.65,361.96,357.25,360.55,4.71,0.52,0.87,-1.85,165.52,0.97,broken,0,True,4.82
AMD,4H,supply,DBD,2026-05-04T10:30:00-04:00,348.34,342.97,342.97,348.34,338.7,344.19,9.64,1.23,-1.59,-0.26,2.22,0.42,broken,0,True,2.68
AMD,4H,demand,RBR,2026-05-05T06:30:00-04:00,351.73,344.88,351.73,354.72,344.88,350.16,9.84,0.93,0.62,0.74,4.6,1.45,fresh,0,False,7.19
AMD,4H,demand,RBR,2026-05-05T14:30:00-04:00,357.31,352.64,357.31,359.11,352.64,355.32,6.47,0.88,0.56,5.46,25.43,2.77,fresh,0,False,11.77
AMD,4H,supply,DBD,2026-05-07T06:30:00-04:00,421.71,417.13,417.13,421.71,410.5,419.24,11.21,0.79,-0.07,-1.34,6.69,1.67,broken,0,True,5.01
AMD,4H,demand,DBR,2026-05-07T14:30:00-04:00,408.31,404.4,405.03,409.75,404.4,408.31,5.35,0.43,-0.98,2.46,5.32,1.01,broken,0,True,5.47
AMD,4H,supply,DBD,2026-05-12T06:30:00-04:00,458.8,446.57,449.31,458.8,445.06,446.57,13.74,0.62,-1.56,-0.54,2.57,1.31,broken,12,True,3.85
AMD,4H,demand,DBR,2026-05-14T10:30:00-04:00,446.44,442.02,446.44,453.31,442.02,445.8,11.29,0.77,0.03,0.25,6.24,0.33,broken,0,True,2.58
AMD,4H,supply,RBD,2026-05-14T14:30:00-04:00,452.06,445.69,445.69,452.06,444.48,449.69,7.58,0.37,0.23,-1.14,4.08,0.68,broken,6,True,3.82
AMD,4H,supply,DBD,2026-05-15T06:30:00-04:00,439.0,433.34,433.34,439.0,426.19,433.39,12.81,0.73,-0.87,-0.08,30.8,0.74,broken,2,True,2.82
AMD,4H,supply,DBD,2026-05-15T10:30:00-04:00,436.4,432.2,433.74,436.4,430.2,432.2,6.2,0.75,-1.23,-0.58,5.26,0.53,broken,1,True,3.1
AMD,4H,demand,RBR,2026-05-19T14:30:00-04:00,418.53,411.71,418.53,420.75,411.71,414.11,9.04,0.54,1.17,1.95,3.74,1.17,fresh,0,False,8.12
AMD,4H,demand,RBR,2026-05-20T10:30:00-04:00,444.9,441.53,444.63,448.75,441.53,444.9,7.22,1.38,1.98,0.17,10.11,0.65,broken,0,True,2.82
AMD,4H,supply,RBD,2026-05-20T14:30:00-04:00,449.39,444.85,444.85,449.39,443.4,447.58,5.99,0.66,0.2,-0.98,3.39,0.81,broken,1,True,3.79
AMD,4H,demand,DBR,2026-05-21T06:30:00-04:00,441.93,431.6,441.93,448.0,431.6,432.67,16.4,0.86,-0.83,0.91,1.45,1.32,multiple_tests,2,False,4.74
AMD,4H,demand,RBR,2026-05-21T14:30:00-04:00,449.56,441.87,445.95,451.2,441.87,449.56,9.33,0.56,1.21,1.32,5.11,1.25,multiple_tests,2,False,5.07
AMD,4H,supply,RBD,2026-05-26T14:30:00-04:00,506.96,498.78,498.78,506.96,498.01,503.71,8.95,0.97,0.69,-1.08,4.03,1.0,broken,3,True,4.08
AMD,4H,demand,RBR,2026-05-28T06:30:00-04:00,505.26,493.52,498.93,507.98,493.52,505.26,14.46,0.75,0.45,0.99,2.24,1.79,broken,7,True,4.78
AMD,4H,supply,RBD,2026-05-28T14:30:00-04:00,520.7,518.14,519.49,520.7,516.34,518.14,4.36,0.45,0.97,-0.42,6.15,0.6,broken,2,True,3.03
AMD,4H,demand,DBR,2026-05-29T10:30:00-04:00,512.5,503.43,512.5,515.95,503.43,506.25,12.52,0.99,-0.94,0.8,1.62,0.69,broken,0,True,3.49
AMD,4H,demand,RBR,2026-06-02T14:30:00-04:00,521.42,513.86,516.09,522.49,513.86,521.42,8.63,0.52,1.29,1.18,2.78,0.96,broken,2,True,4.14
AMD,4H,supply,RBD,2026-06-03T14:30:00-04:00,546.44,542.36,545.1,546.44,536.37,542.36,10.07,0.63,0.46,-1.94,9.52,1.15,broken,0,True,5.09
AMD,4H,demand,DBR,2026-06-05T14:30:00-04:00,469.5,463.95,469.5,476.17,463.95,466.38,12.22,1.39,-1.44,1.37,6.61,0.74,broken,3,True,4.11
AMD,4H,demand,RBR,2026-06-08T06:30:00-04:00,487.03,477.71,485.0,490.21,477.71,487.03,12.5,0.78,1.2,0.36,2.43,1.11,broken,2,True,3.47
AMD,4H,supply,DBD,2026-06-08T14:30:00-04:00,494.97,490.0,492.35,494.97,486.16,490.0,8.81,0.45,0.2,-0.21,6.89,0.73,broken,1,True,2.94
AMD,4H,supply,RBD,2026-06-10T06:30:00-04:00,477.45,468.03,468.03,477.45,464.25,473.51,13.2,0.65,0.46,-1.12,3.37,1.32,broken,2,True,4.44
AMD,4H,demand,DBR,2026-06-10T14:30:00-04:00,454.95,448.33,454.95,455.9,448.33,452.03,7.57,0.64,-1.26,1.23,3.76,0.76,fresh,0,False,6.99
AMD,4H,demand,RBR,2026-06-11T10:30:00-04:00,476.72,458.02,472.82,478.24,458.02,476.72,20.22,1.12,1.38,0.64,2.97,0.74,fresh,0,False,6.38
AMD,4H,supply,RBD,2026-06-12T10:30:00-04:00,521.71,513.71,513.71,521.71,504.87,514.85,16.84,1.38,1.45,-0.2,3.14,0.58,broken,0,True,2.77
AMD,4H,demand,DBR,2026-06-12T14:30:00-04:00,514.85,510.25,514.85,516.81,510.25,511.26,6.56,0.59,-0.13,2.24,4.2,1.05,broken,0,True,5.29
AMD,4H,supply,RBD,2026-06-15T14:30:00-04:00,549.15,547.0,547.0,549.15,543.5,547.27,5.65,0.53,-0.21,-1.11,70.84,0.59,broken,2,True,3.7
AMD,4H,supply,RBD,2026-06-17T10:30:00-04:00,525.4,518.83,521.31,525.4,511.3,518.83,14.1,1.08,0.64,-0.37,2.85,0.88,broken,0,True,3.25
AMD,4H,demand,DBR,2026-06-17T14:30:00-04:00,519.26,511.0,519.26,532.5,511.0,512.2,21.5,0.87,-0.51,1.05,2.7,0.85,broken,11,True,3.9
AMD,4H,demand,RBR,2026-06-18T06:30:00-04:00,531.67,527.0,531.67,536.84,527.0,531.25,9.84,0.92,0.77,0.13,4.67,1.28,broken,1,True,3.41
AMD,4H,demand,RBR,2026-06-22T10:30:00-04:00,546.11,536.79,544.41,548.95,536.79,546.11,12.16,1.04,0.6,0.34,3.3,0.54,broken,0,True,2.89
AMD,4H,supply,DBD,2026-06-23T14:30:00-04:00,521.55,519.8,519.8,521.55,513.59,520.01,7.96,0.76,-0.21,0.01,2.86,0.66,broken,3,True,2.67
AMD,4H,supply,RBD,2026-06-24T06:30:00-04:00,524.77,520.22,520.82,524.77,509.84,520.22,14.93,0.7,0.01,-0.34,8.67,1.2,broken,1,True,3.53
AMD,4H,supply,RBD,2026-06-24T14:30:00-04:00,520.12,515.3,515.3,520.12,503.5,519.48,16.62,0.74,-0.05,-0.16,6.4,1.15,broken,0,True,3.31
AMD,4H,supply,RBD,2026-06-26T14:30:00-04:00,524.72,517.4,517.4,524.72,513.38,519.74,11.34,0.97,-0.2,-0.8,6.94,1.03,broken,0,True,3.84
AMD,4H,demand,RBR,2026-06-29T14:30:00-04:00,539.28,535.08,537.3,541.11,535.08,539.28,6.03,0.56,1.79,0.96,5.8,1.03,broken,1,True,3.99
AMD,4H,demand,RBR,2026-06-30T06:30:00-04:00,556.78,545.19,545.29,564.76,545.19,556.78,19.57,1.05,1.06,1.35,2.14,1.87,broken,2,True,5.22
AMD,4H,supply,RBD,2026-06-30T14:30:00-04:00,584.73,580.82,581.94,584.73,580.01,580.82,4.72,0.91,1.31,-1.3,21.19,0.91,fresh,0,False,7.21
AMD,4H,supply,DBD,2026-07-01T06:30:00-04:00,564.09,557.0,557.48,564.09,549.0,557.0,15.09,0.91,-1.35,-0.48,18.53,1.18,fresh,0,False,6.67
AMD,1D,supply,RBD,2025-08-05T04:00:00+00:00,177.99,174.31,177.56,177.99,171.8,174.31,6.19,1.47,0.47,-2.01,3.44,2.21,broken,4,True,7.22
AMD,1D,demand,RBR,2025-08-12T04:00:00+00:00,174.95,168.5,173.32,175.16,168.5,174.95,6.66,0.78,0.34,1.49,2.77,1.61,broken,1,True,6.1
AMD,1D,supply,RBD,2025-08-14T04:00:00+00:00,185.44,179.83,179.83,185.44,179.56,180.95,5.88,0.94,0.93,-0.53,2.28,0.73,broken,0,True,4.26
AMD,1D,supply,DBD,2025-08-18T04:00:00+00:00,178.8,176.14,176.75,178.8,174.36,176.14,4.44,0.51,-0.74,-1.48,10.65,0.92,broken,0,True,5.4
AMD,1D,demand,DBR,2025-08-21T04:00:00+00:00,165.86,162.26,165.86,165.88,162.26,163.71,3.62,0.53,-0.43,0.61,2.6,0.62,broken,5,True,4.23
AMD,1D,supply,RBD,2025-08-28T04:00:00+00:00,170.99,168.5,168.5,170.99,166.65,168.58,4.34,0.57,0.32,-0.98,52.25,0.59,broken,2,True,4.58
AMD,1D,demand,DBR,2025-09-03T04:00:00+00:00,162.13,160.58,161.81,164.75,160.58,162.13,4.17,0.53,-0.08,-0.06,5.8,0.55,broken,0,True,3.61
AMD,1D,supply,DBD,2025-09-04T04:00:00+00:00,162.05,159.94,159.94,162.05,157.79,161.79,4.26,0.61,-0.09,-1.85,3.22,1.48,broken,13,True,6.33
AMD,1D,demand,DBR,2025-09-08T04:00:00+00:00,151.8,149.22,151.8,152.64,149.22,151.41,3.42,0.83,-1.87,0.8,9.82,0.85,one_test,1,False,6.14
AMD,1D,demand,DBR,2025-09-17T04:00:00+00:00,159.28,155.76,159.28,161.63,155.76,159.16,5.87,0.98,-0.39,-0.24,58.0,1.98,multiple_tests,6,False,5.72
AMD,1D,demand,DBR,2025-09-19T04:00:00+00:00,157.39,155.9,157.38,159.84,155.9,157.39,3.94,1.24,-0.35,0.47,237.0,1.04,multiple_tests,2,False,5.01
AMD,1D,supply,RBD,2025-09-23T04:00:00+00:00,163.39,160.52,160.52,163.39,159.21,160.9,4.18,0.87,0.69,-0.0,5.53,0.85,broken,4,True,3.86
AMD,1D,demand,RBR,2025-09-30T04:00:00+00:00,161.79,159.33,160.79,162.28,159.33,161.79,2.95,0.68,0.46,0.43,3.1,0.91,fresh,0,False,7.34
AMD,1D,supply,RBD,2025-10-02T04:00:00+00:00,171.06,168.68,168.68,171.06,166.12,169.73,4.94,1.22,1.55,-0.99,5.7,0.94,broken,0,True,4.93
AMD,1D,demand,RBR,2025-10-14T04:00:00+00:00,219.2,215.9,219.2,224.98,215.9,218.09,9.08,0.98,0.36,2.3,14.32,1.49,broken,0,True,6.79
AMD,1D,demand,DBR,2025-10-17T04:00:00+00:00,233.26,227.91,233.26,235.38,227.91,233.08,7.47,0.74,-0.57,0.77,22.75,0.75,broken,4,True,4.52
AMD,1D,supply,RBD,2025-10-21T04:00:00+00:00,242.26,238.03,239.39,242.26,234.02,238.03,8.24,0.62,0.49,-0.77,4.87,0.78,broken,0,True,4.56
AMD,1D,supply,RBD,2025-10-29T04:00:00+00:00,267.08,264.19,264.19,267.08,257.4,264.33,9.68,0.6,0.4,-0.81,36.29,0.55,broken,1,True,4.36
AMD,1D,supply,RBD,2025-11-03T05:00:00+00:00,260.91,259.33,259.33,260.91,253.89,259.65,7.02,0.52,0.43,-0.85,30.0,0.8,broken,5,True,4.65
AMD,1D,demand,DBR,2025-11-04T05:00:00+00:00,250.35,247.39,250.35,257.38,247.39,250.05,9.99,0.84,-0.54,0.56,43.63,1.0,broken,0,True,4.55
AMD,1D,demand,DBR,2025-11-07T05:00:00+00:00,233.54,224.64,230.94,235.87,224.64,233.54,11.23,0.9,-2.12,0.97,4.02,0.75,broken,1,True,4.72
AMD,1D,supply,RBD,2025-11-10T05:00:00+00:00,248.9,242.13,242.13,248.9,240.5,243.98,8.4,0.76,0.59,-0.6,2.24,1.07,broken,0,True,4.68
AMD,1D,supply,DBD,2025-11-17T05:00:00+00:00,248.77,240.52,242.75,248.77,237.15,240.52,11.62,0.69,-0.64,-0.88,2.92,0.83,broken,0,True,4.71
AMD,1D,demand,DBR,2025-11-21T05:00:00+00:00,208.81,195.0,208.81,208.83,195.0,203.78,13.83,1.21,-1.51,0.86,2.24,0.84,broken,12,True,4.7
AMD,1D,demand,RBR,2025-12-05T05:00:00+00:00,217.97,216.24,217.16,223.64,216.24,217.97,7.4,0.68,0.03,0.26,2.52,0.63,broken,2,True,3.89
AMD,1D,demand,DBR,2025-12-10T05:00:00+00:00,222.0,218.67,222.0,222.6,218.67,221.42,3.94,0.51,0.03,0.0,6.24,0.68,broken,0,True,3.68
AMD,1D,supply,RBD,2025-12-11T05:00:00+00:00,221.5,217.81,217.81,221.5,210.19,221.43,11.31,0.74,-0.02,-0.98,2.1,0.9,broken,1,True,4.87
AMD,1D,supply,RBD,2025-12-16T05:00:00+00:00,210.22,206.92,206.92,210.22,205.11,209.17,5.11,0.61,-0.16,-1.1,5.3,0.82,broken,0,True,4.92
AMD,1D,demand,DBR,2025-12-18T05:00:00+00:00,203.81,200.5,203.81,206.36,200.5,201.06,5.86,0.81,-0.84,1.28,3.21,1.6,broken,3,True,5.88
AMD,1D,demand,DBR,2025-12-26T05:00:00+00:00,215.43,213.03,215.43,216.83,213.03,214.99,3.8,0.56,0.01,0.09,9.17,0.72,broken,3,True,3.81
AMD,1D,supply,DBD,2025-12-30T05:00:00+00:00,216.82,215.34,215.87,216.82,214.33,215.34,2.49,0.59,0.05,-0.16,3.15,0.64,broken,0,True,3.8
AMD,1D,demand,DBR,2025-12-31T05:00:00+00:00,215.81,213.8,215.81,217.64,213.8,214.16,3.84,0.67,-0.21,1.37,2.76,1.38,broken,1,True,5.76
AMD,1D,supply,RBD,2026-01-02T05:00:00+00:00,227.15,218.9,218.9,227.15,218.9,223.47,8.25,1.36,1.18,-0.35,2.01,1.19,broken,3,True,4.54
AMD,1D,supply,DBD,2026-01-07T05:00:00+00:00,212.12,210.02,212.12,212.12,207.17,210.02,4.96,1.08,-1.48,-0.71,2.95,1.0,broken,0,True,4.72
AMD,1D,demand,DBR,2026-01-09T05:00:00+00:00,205.72,203.07,205.72,207.3,203.07,203.17,4.23,0.88,-0.91,0.6,2.55,0.99,broken,0,True,4.59
AMD,1D,demand,RBR,2026-01-16T05:00:00+00:00,234.3,228.86,234.3,234.49,228.86,231.83,5.63,1.36,1.16,0.01,2.36,1.42,broken,0,True,4.43
AMD,1D,supply,DBD,2026-01-27T05:00:00+00:00,255.55,252.03,252.16,255.55,247.96,252.03,7.59,0.72,-0.88,0.08,10.65,0.76,broken,3,True,3.84
AMD,1D,demand,DBR,2026-01-30T05:00:00+00:00,236.93,234.55,236.93,245.24,234.55,236.73,10.69,1.05,-1.61,0.96,52.5,0.96,broken,0,True,4.92
AMD,1D,supply,RBD,2026-02-10T05:00:00+00:00,219.39,213.57,215.14,219.39,213.13,213.57,6.26,0.55,0.44,0.0,2.74,0.73,broken,3,True,3.73
AMD,1D,supply,RBD,2026-02-11T05:00:00+00:00,219.65,213.58,217.88,219.65,209.21,213.58,10.44,0.74,-0.2,-0.65,2.3,0.72,broken,2,True,4.36
AMD,1D,supply,DBD,2026-02-20T05:00:00+00:00,204.87,200.12,200.12,204.87,198.56,200.15,6.31,0.9,0.0,-0.32,42.57,0.7,broken,0,True,4.02
AMD,1D,demand,DBR,2026-02-23T05:00:00+00:00,198.09,194.15,198.09,199.38,194.15,196.6,5.23,0.72,-0.63,1.6,11.57,2.08,broken,2,True,6.68
AMD,1D,demand,DBR,2026-02-27T05:00:00+00:00,200.21,197.74,200.1,201.89,197.74,200.21,4.15,0.73,-1.06,-0.16,45.48,0.79,broken,0,True,3.95
AMD,1D,demand,DBR,2026-03-03T05:00:00+00:00,191.46,188.22,191.46,193.64,188.22,190.95,5.42,0.88,-0.97,1.17,19.51,0.96,multiple_tests,2,False,5.63
AMD,1D,demand,DBR,2026-03-06T05:00:00+00:00,195.27,191.25,195.27,200.24,191.25,192.43,8.99,0.91,-1.12,1.19,4.69,1.04,multiple_tests,5,False,5.73
AMD,1D,supply,RBD,2026-03-11T04:00:00+00:00,209.21,204.83,205.11,209.21,203.63,204.83,5.58,0.64,0.26,-0.87,18.16,0.81,broken,4,True,4.67
AMD,1D,demand,RBR,2026-03-17T04:00:00+00:00,196.68,195.26,196.68,199.21,195.26,196.31,3.95,0.65,0.4,0.43,9.35,0.81,multiple_tests,3,False,4.74
AMD,1D,demand,RBR,2026-03-18T04:00:00+00:00,199.46,195.75,196.0,202.86,195.75,199.46,7.11,0.82,0.4,0.8,2.96,0.93,multiple_tests,4,False,5.23
AMD,1D,demand,RBR,2026-03-24T04:00:00+00:00,205.37,200.13,201.39,206.43,200.13,205.37,6.3,0.84,0.53,1.95,2.2,1.49,broken,2,True,6.44
AMD,1D,supply,DBD,2026-03-27T04:00:00+00:00,203.27,201.77,201.77,203.27,197.69,201.99,5.58,0.88,-2.19,-0.71,40.5,1.23,broken,0,True,4.94
AMD,1D,demand,RBR,2026-04-01T04:00:00+00:00,210.21,205.84,207.59,213.83,205.84,210.21,7.99,1.2,1.65,0.85,5.12,1.13,fresh,0,False,7.98
AMD,1D,demand,RBR,2026-04-06T04:00:00+00:00,220.18,217.73,219.28,226.31,217.73,220.18,8.58,0.91,1.11,0.15,3.64,0.78,fresh,0,False,6.93
AMD,1D,demand,RBR,2026-04-07T04:00:00+00:00,221.53,215.38,218.25,222.1,215.38,221.53,6.72,0.8,0.47,1.2,3.14,1.07,fresh,0,False,8.26
AMD,1D,demand,RBR,2026-04-08T04:00:00+00:00,232.12,227.09,232.12,234.0,227.09,231.82,6.91,1.06,1.33,0.55,12.09,0.81,fresh,0,False,7.36
AMD,1D,demand,RBR,2026-04-09T04:00:00+00:00,236.64,230.91,233.01,237.1,230.91,236.64,6.19,0.8,1.72,0.96,2.32,1.08,fresh,0,False,8.04
