symbol,timeframe,zone_type,pattern,base_time,zone_top,zone_bottom,base_open,base_high,base_low,base_close,base_range,base_volume_ratio,prior_atr,departure_atr,departure_body_vs_base_body,departure_volume_ratio,freshness,tests,broken,quality_score
NVDA,90m,demand,RBR,2026-06-18T10:30:00-04:00,209.13,207.64,209.13,209.78,207.64,208.97,2.14,1.12,2.1,0.53,6.78,1.1,broken,4,True,2.38
NVDA,90m,demand,DBR,2026-06-22T15:00:00-04:00,208.62,207.72,208.62,208.93,207.72,208.56,1.21,0.74,-0.21,-2.71,13.85,1.51,broken,0,True,4.98
NVDA,90m,supply,RBD,2026-06-23T12:00:00-04:00,202.96,201.83,201.83,202.96,201.75,202.49,1.21,0.69,-0.27,-0.88,2.83,0.65,fresh,0,False,5.28
NVDA,90m,supply,RBD,2026-06-24T10:30:00-04:00,201.51,199.88,199.88,201.51,199.87,200.79,1.64,0.79,0.36,-1.3,3.1,0.77,multiple_tests,3,False,3.33
NVDA,90m,demand,DBR,2026-06-24T13:30:00-04:00,197.96,197.04,197.96,198.77,197.04,197.21,1.73,0.93,-1.61,0.79,2.35,1.14,broken,0,True,2.68
NVDA,90m,supply,RBD,2026-06-25T12:00:00-04:00,197.13,195.4,195.62,197.13,194.51,195.4,2.62,0.73,0.36,-0.4,4.44,0.77,broken,3,True,1.93
NVDA,90m,demand,RBR,2026-06-30T12:00:00-04:00,198.21,197.65,198.2,198.62,197.65,198.21,0.97,0.57,0.18,0.23,64.0,0.7,broken,1,True,1.68
NVDA,90m,supply,RBD,2026-06-30T15:00:00-04:00,200.63,198.85,198.85,200.63,198.02,199.76,2.61,1.4,0.55,-1.27,3.91,1.31,multiple_tests,3,False,3.82
NVDA,90m,demand,DBR,2026-07-01T09:00:00-04:00,196.21,193.45,196.21,196.57,193.45,196.2,3.12,1.35,-1.04,0.35,88.0,1.14,broken,1,True,2.24
NVDA,90m,supply,RBD,2026-07-01T13:30:00-04:00,198.93,198.2,198.2,198.93,197.68,198.37,1.25,0.77,0.52,-0.32,4.65,1.16,multiple_tests,2,False,2.73
NVDA,90m,demand,DBR,2026-07-02T13:30:00-04:00,193.43,192.35,193.04,193.95,192.35,193.43,1.6,0.75,-0.42,0.42,2.83,0.96,fresh,0,False,5.13
NVDA,1H,supply,RBD,2026-01-07T15:30:00-05:00,189.26,188.99,188.99,189.26,188.78,189.24,0.48,0.5,-0.02,-1.78,12.12,2.18,broken,9,True,4.46
NVDA,1H,demand,RBR,2026-01-09T12:30:00-05:00,185.19,184.64,184.95,185.23,184.64,185.19,0.59,0.58,-0.08,0.44,2.96,0.77,broken,1,True,1.71
NVDA,1H,supply,DBD,2026-01-09T14:30:00-05:00,186.08,185.56,185.88,186.08,185.51,185.56,0.57,0.61,0.24,-0.45,2.12,0.55,broken,1,True,1.5
NVDA,1H,supply,RBD,2026-01-12T13:30:00-05:00,187.12,186.78,186.78,187.12,186.51,186.99,0.61,0.68,0.47,-0.66,4.68,0.66,broken,1,True,1.82
NVDA,1H,demand,DBR,2026-01-13T14:30:00-05:00,184.77,184.22,184.77,184.88,184.22,184.73,0.66,0.84,-0.23,0.73,26.52,0.71,broken,0,True,1.94
NVDA,1H,supply,RBD,2026-01-14T12:30:00-05:00,182.32,182.09,182.09,182.32,181.54,182.22,0.78,0.77,0.15,-0.26,3.08,0.62,broken,1,True,1.38
NVDA,1H,demand,RBR,2026-01-14T14:30:00-05:00,182.15,180.8,181.84,182.61,180.8,182.15,1.81,0.99,-0.04,0.66,3.42,0.81,broken,0,True,1.98
NVDA,1H,demand,RBR,2026-01-15T10:30:00-05:00,187.6,186.83,187.6,188.57,186.83,187.52,1.74,1.09,2.8,0.71,13.81,1.18,broken,4,True,2.39
NVDA,1H,supply,DBD,2026-01-15T15:30:00-05:00,187.53,187.14,187.41,187.53,186.33,187.14,1.2,0.77,-0.76,0.3,5.23,2.29,broken,0,True,3.09
NVDA,1H,supply,DBD,2026-01-16T12:30:00-05:00,188.25,187.94,188.02,188.25,187.43,187.94,0.82,0.63,-0.03,-0.16,2.94,0.71,broken,8,True,1.38
NVDA,1H,supply,RBD,2026-01-16T14:30:00-05:00,188.03,187.68,187.68,188.03,187.62,187.74,0.41,0.56,-0.13,-1.03,25.38,0.83,broken,8,True,2.37
NVDA,1H,supply,DBD,2026-01-20T13:30:00-05:00,179.98,179.44,179.51,179.98,178.9,179.44,1.08,0.72,-0.39,-0.63,12.47,0.76,broken,0,True,1.89
NVDA,1H,demand,DBR,2026-01-20T15:30:00-05:00,178.5,177.61,178.5,178.93,177.61,178.21,1.32,0.98,-0.86,1.83,6.07,1.68,broken,2,True,4.01
NVDA,1H,demand,DBR,2026-01-21T12:30:00-05:00,180.25,179.19,179.44,180.51,179.19,180.25,1.31,0.62,-1.54,1.69,3.36,0.65,broken,1,True,2.84
NVDA,1H,demand,DBR,2026-01-21T15:30:00-05:00,183.78,183.0,183.78,184.72,183.0,183.34,1.72,0.78,0.22,0.92,3.48,1.69,broken,0,True,3.1
NVDA,1H,supply,DBD,2026-01-22T13:30:00-05:00,184.88,184.66,184.71,184.88,184.28,184.66,0.6,0.41,-0.18,-0.3,9.82,0.55,broken,1,True,1.35
NVDA,1H,demand,DBR,2026-01-23T11:30:00-05:00,187.75,187.19,187.75,188.24,187.19,187.74,1.04,0.72,0.05,0.09,14.5,0.59,broken,4,True,1.18
NVDA,1H,supply,DBD,2026-01-23T13:30:00-05:00,188.41,187.83,187.9,188.41,187.51,187.83,0.9,0.59,0.05,-0.36,8.57,0.61,broken,2,True,1.47
NVDA,1H,demand,DBR,2026-01-26T15:30:00-05:00,186.45,186.24,186.45,186.8,186.24,186.38,0.56,0.55,-0.18,2.34,23.93,2.3,broken,2,True,5.15
NVDA,1H,supply,RBD,2026-01-27T11:30:00-05:00,190.0,189.69,189.71,190.0,189.41,189.69,0.59,0.79,0.66,-0.17,8.2,0.9,broken,2,True,1.57
NVDA,1H,supply,RBD,2026-01-27T14:30:00-05:00,189.72,189.13,189.13,189.72,188.95,189.43,0.77,0.81,-0.05,-0.75,3.01,0.68,broken,0,True,1.93
NVDA,1H,supply,DBD,2026-01-28T15:30:00-05:00,191.79,191.53,191.62,191.79,190.84,191.53,0.95,0.76,0.0,-2.19,26.78,2.56,broken,0,True,5.25
NVDA,1H,demand,RBR,2026-01-29T14:30:00-05:00,190.94,190.02,190.36,191.45,190.02,190.94,1.43,0.75,0.54,0.9,2.55,0.92,broken,3,True,2.32
NVDA,1H,supply,RBD,2026-01-30T11:30:00-05:00,193.07,192.21,192.21,193.07,191.58,192.84,1.49,0.82,0.66,-0.88,2.48,0.82,broken,9,True,2.2
NVDA,1H,supply,DBD,2026-01-30T13:30:00-05:00,191.92,191.27,191.27,191.92,190.52,191.47,1.4,0.73,-0.72,-0.85,8.13,0.77,broken,10,True,2.12
NVDA,1H,demand,RBR,2026-02-02T11:30:00-05:00,189.21,188.5,189.13,189.82,188.5,189.21,1.32,0.72,0.31,0.26,6.99,0.64,broken,0,True,1.4
NVDA,1H,supply,RBD,2026-02-02T13:30:00-05:00,190.1,189.73,189.73,190.1,189.47,189.92,0.63,0.52,0.35,-1.87,19.66,1.15,broken,0,True,3.52
NVDA,1H,supply,DBD,2026-02-02T15:30:00-05:00,186.31,185.69,186.19,186.31,184.88,185.69,1.43,1.07,-2.16,-2.75,11.98,2.65,broken,1,True,5.9
NVDA,1H,supply,RBD,2026-02-04T14:30:00-05:00,176.14,174.93,174.93,176.14,174.25,175.27,1.89,0.93,0.51,-0.48,3.14,0.71,broken,3,True,1.69
NVDA,1H,supply,DBD,2026-02-04T15:30:00-05:00,175.89,174.2,175.27,175.89,174.19,174.2,1.7,0.74,-0.34,-1.19,3.18,2.09,broken,5,True,3.78
NVDA,1H,supply,DBD,2026-02-05T13:30:00-05:00,174.74,173.67,174.31,174.74,172.9,173.67,1.84,0.6,-0.66,-0.58,2.17,0.66,broken,0,True,1.74
NVDA,1H,demand,DBR,2026-02-05T15:30:00-05:00,172.26,171.03,172.26,172.53,171.03,171.89,1.5,0.74,-0.81,4.87,16.08,2.56,broken,4,True,7.06
NVDA,1H,supply,DBD,2026-02-06T12:30:00-05:00,185.17,184.51,184.53,185.17,184.21,184.51,0.96,0.81,0.21,-0.03,3.48,0.51,broken,0,True,1.04
NVDA,1H,demand,DBR,2026-02-06T13:30:00-05:00,184.51,184.13,184.51,185.02,184.13,184.44,0.89,0.53,-0.03,0.36,12.92,0.82,broken,1,True,1.68
NVDA,1H,demand,RBR,2026-02-06T15:30:00-05:00,185.41,185.2,185.33,187.0,185.2,185.41,1.8,0.93,0.4,2.22,80.44,2.74,broken,0,True,5.46
NVDA,1H,supply,DBD,2026-02-09T11:30:00-05:00,192.52,191.59,191.82,192.52,191.31,191.59,1.22,0.71,0.34,-0.23,2.6,0.47,broken,16,True,1.2
NVDA,1H,supply,RBD,2026-02-09T13:30:00-05:00,191.5,190.99,190.99,191.5,190.64,191.01,0.86,0.47,-0.23,-0.44,44.38,0.65,broken,3,True,1.59
NVDA,1H,supply,DBD,2026-02-09T15:30:00-05:00,190.5,189.79,189.89,190.5,189.53,189.79,0.97,0.6,-0.53,-0.27,22.27,1.54,broken,4,True,2.31
NVDA,1H,demand,DBR,2026-02-10T10:30:00-05:00,189.16,188.84,189.16,190.33,188.84,189.12,1.49,0.8,-0.28,0.24,14.29,0.66,broken,2,True,1.4
NVDA,1H,supply,DBD,2026-02-10T14:30:00-05:00,189.56,189.1,189.22,189.56,188.42,189.1,1.14,0.53,-0.06,-0.22,4.08,0.44,broken,1,True,1.16
NVDA,1H,supply,DBD,2026-02-10T15:30:00-05:00,189.43,188.61,189.1,189.43,188.38,188.61,1.05,0.49,-0.32,0.17,7.16,2.02,broken,0,True,2.68
NVDA,1H,supply,DBD,2026-02-12T13:30:00-05:00,190.0,189.05,189.25,190.0,188.92,189.05,1.08,0.73,-0.26,-0.72,7.2,0.82,broken,11,True,2.04
NVDA,1H,supply,DBD,2026-02-12T15:30:00-05:00,187.98,186.91,187.6,187.98,186.51,186.91,1.47,0.94,-1.12,-1.48,4.96,2.64,broken,1,True,4.62
NVDA,1H,supply,DBD,2026-02-13T13:30:00-05:00,184.86,183.69,184.24,184.86,183.56,183.69,1.3,0.47,-0.38,-0.61,2.55,0.83,broken,2,True,1.94
NVDA,1H,supply,DBD,2026-02-13T15:30:00-05:00,183.12,182.3,182.3,183.12,181.59,182.78,1.53,0.93,-0.42,-1.09,2.83,1.9,broken,0,True,3.49
NVDA,1H,demand,DBR,2026-02-17T15:30:00-05:00,185.41,184.35,185.41,185.53,184.35,185.03,1.18,0.68,-0.58,2.0,2.72,2.12,broken,5,True,4.62
NVDA,1H,supply,RBD,2026-02-18T10:30:00-05:00,190.37,189.77,189.77,190.37,189.25,189.78,1.12,0.97,2.15,-0.29,63.01,0.77,broken,5,True,1.56
NVDA,1H,supply,DBD,2026-02-18T13:30:00-05:00,189.13,188.56,188.94,189.13,188.2,188.56,0.93,0.71,-0.27,-0.76,4.22,1.0,broken,4,True,2.26
NVDA,1H,supply,DBD,2026-02-19T10:30:00-05:00,188.43,187.32,187.62,188.43,186.92,187.32,1.51,1.01,-0.27,-0.36,2.33,0.75,broken,2,True,1.61
NVDA,1H,demand,RBR,2026-02-19T14:30:00-05:00,186.8,186.36,186.53,187.06,186.36,186.8,0.7,0.6,0.34,0.61,4.15,0.52,broken,1,True,1.63
NVDA,1H,demand,RBR,2026-02-20T14:30:00-05:00,189.42,188.94,189.36,189.89,188.94,189.42,0.95,0.69,0.46,0.24,6.5,0.66,broken,1,True,1.4
NVDA,1H,demand,RBR,2026-02-20T15:30:00-05:00,189.81,189.37,189.42,190.0,189.37,189.81,0.63,0.71,0.29,1.01,3.9,2.64,broken,3,True,4.15
NVDA,1H,demand,DBR,2026-02-23T14:30:00-05:00,190.89,190.19,190.57,190.95,190.19,190.89,0.76,0.71,-0.35,0.46,2.34,0.72,broken,1,True,1.68
NVDA,1H,demand,RBR,2026-02-24T10:30:00-05:00,192.16,191.72,192.0,193.25,191.72,192.16,1.53,1.19,0.3,0.63,6.78,0.93,broken,1,True,2.06
NVDA,1H,demand,RBR,2026-02-24T15:30:00-05:00,192.81,192.66,192.79,193.77,192.66,192.81,1.11,0.74,0.23,2.0,105.01,2.56,broken,0,True,5.06
NVDA,1H,demand,RBR,2026-02-25T10:30:00-05:00,196.34,195.5,196.04,196.62,195.5,196.34,1.12,1.11,2.29,0.66,3.42,1.25,broken,1,True,2.41
NVDA,1H,supply,DBD,2026-02-25T14:30:00-05:00,197.37,196.9,197.09,197.37,196.68,196.9,0.69,0.92,0.11,-0.67,5.21,1.12,broken,0,True,2.29
NVDA,1H,supply,DBD,2026-02-25T15:30:00-05:00,197.21,195.88,196.89,197.21,195.52,195.88,1.69,1.18,-0.84,-6.77,8.09,5.4,broken,2,True,7.5
NVDA,1H,supply,RBD,2026-02-26T11:30:00-05:00,187.97,187.57,187.79,187.97,185.85,187.57,2.12,1.16,0.78,-1.17,10.3,1.12,broken,3,True,2.79
NVDA,1H,supply,DBD,2026-02-26T13:30:00-05:00,186.7,185.3,185.35,186.7,184.82,185.3,1.88,1.03,-1.1,-0.3,12.08,1.04,broken,5,True,1.84
NVDA,1H,demand,RBR,2026-02-26T15:30:00-05:00,184.87,184.34,184.68,185.55,184.34,184.87,1.21,0.93,-0.22,-1.58,3.11,2.3,broken,0,True,4.39
NVDA,1H,supply,RBD,2026-02-27T14:30:00-05:00,179.7,178.67,178.67,179.7,178.42,178.9,1.28,0.72,-0.03,-0.83,7.57,1.19,broken,0,True,2.52
NVDA,1H,demand,RBR,2026-03-02T10:30:00-05:00,180.92,180.01,180.49,181.81,180.01,180.92,1.8,0.79,1.56,0.89,4.98,0.66,broken,0,True,2.05
NVDA,1H,supply,RBD,2026-03-02T13:30:00-05:00,182.91,182.45,182.45,182.91,181.95,182.65,0.96,0.42,-0.17,-0.2,2.54,0.45,broken,1,True,1.15
NVDA,1H,supply,RBD,2026-03-02T15:30:00-05:00,182.83,182.16,182.16,182.83,181.99,182.35,0.84,0.51,-0.14,-2.18,3.79,1.39,broken,0,True,4.08
NVDA,1H,supply,RBD,2026-03-03T12:30:00-05:00,180.41,180.1,180.1,180.41,178.98,180.17,1.43,0.5,0.42,-0.31,8.86,0.48,broken,2,True,1.28
NVDA,1H,demand,DBR,2026-03-03T15:30:00-05:00,180.2,179.9,180.2,180.56,179.9,180.05,0.66,0.5,0.26,1.78,20.4,1.77,broken,0,True,4.05
NVDA,1H,demand,DBR,2026-03-04T11:30:00-05:00,182.49,182.32,182.4,183.15,182.32,182.49,0.82,0.59,-0.5,0.28,6.22,0.53,broken,0,True,1.31
NVDA,1H,demand,RBR,2026-03-04T12:30:00-05:00,183.05,182.19,182.49,183.36,182.19,183.05,1.17,0.54,0.33,0.64,2.26,0.91,broken,2,True,2.05
NVDA,1H,demand,DBR,2026-03-04T15:30:00-05:00,183.07,182.6,183.07,183.34,182.6,182.9,0.74,0.84,-0.85,-0.73,3.0,1.73,broken,1,True,2.96
NVDA,1H,demand,DBR,2026-03-05T09:30:00-05:00,181.69,180.8,181.17,182.8,180.8,181.69,2.0,1.7,-0.83,0.66,2.06,1.28,broken,1,True,2.44
NVDA,1H,supply,DBD,2026-03-06T10:30:00-05:00,182.41,181.72,181.82,182.41,180.9,181.72,1.5,0.92,-0.82,-0.3,5.9,0.79,broken,3,True,1.58
NVDA,1H,supply,RBD,2026-03-06T12:30:00-05:00,181.82,181.13,181.13,181.82,180.52,181.46,1.3,0.65,-0.13,-0.48,2.83,0.68,broken,0,True,1.65
NVDA,1H,supply,DBD,2026-03-06T13:30:00-05:00,181.77,180.53,181.45,181.77,180.18,180.53,1.59,0.68,-0.31,-1.74,3.68,1.17,broken,2,True,3.41
NVDA,1H,demand,DBR,2026-03-06T15:30:00-05:00,177.69,176.82,177.13,178.38,176.82,177.69,1.56,1.19,-1.41,0.21,2.27,1.78,broken,4,True,2.49
NVDA,1H,demand,RBR,2026-03-09T13:30:00-04:00,179.91,179.02,179.4,180.22,179.02,179.91,1.2,0.55,-0.28,1.01,4.22,0.97,broken,0,True,2.48
NVDA,1H,demand,RBR,2026-03-09T15:30:00-04:00,182.64,181.45,182.01,182.91,181.45,182.64,1.46,0.99,1.26,0.65,2.64,1.5,broken,3,True,2.65
NVDA,1H,demand,RBR,2026-03-10T15:30:00-04:00,184.76,183.25,184.4,184.84,183.25,184.76,1.59,0.97,-0.07,1.18,2.83,1.78,broken,1,True,3.47
NVDA,1H,supply,RBD,2026-03-11T12:30:00-04:00,186.07,185.55,185.55,186.07,185.25,185.61,0.82,0.47,0.29,-0.25,7.77,0.58,broken,4,True,1.33
NVDA,1H,demand,RBR,2026-03-11T14:30:00-04:00,185.36,185.02,185.16,185.74,185.02,185.36,0.72,0.54,-0.15,0.39,3.2,0.5,broken,0,True,1.39
NVDA,1H,supply,DBD,2026-03-12T14:30:00-04:00,183.62,183.44,183.54,183.62,182.78,183.44,0.84,0.72,-0.21,-0.29,4.25,0.65,broken,0,True,1.43
NVDA,1H,supply,DBD,2026-03-12T15:30:00-04:00,183.67,183.01,183.44,183.67,182.72,183.01,0.95,0.68,-0.38,0.64,2.35,1.89,broken,1,True,3.03
NVDA,1H,supply,RBD,2026-03-13T12:30:00-04:00,181.76,181.13,181.13,181.76,180.93,181.54,0.83,0.75,-0.23,-0.68,2.47,0.74,broken,1,True,1.92
NVDA,1H,supply,DBD,2026-03-13T14:30:00-04:00,181.14,180.54,180.54,181.14,180.28,180.71,0.86,0.78,-0.57,-0.31,2.59,0.88,broken,0,True,1.68
NVDA,1H,demand,DBR,2026-03-13T15:30:00-04:00,180.7,179.94,180.7,180.82,179.94,180.26,0.88,0.93,-0.2,2.78,2.55,1.87,broken,1,True,5.15
NVDA,1H,supply,RBD,2026-03-16T13:30:00-04:00,185.53,184.77,184.77,185.53,184.27,184.94,1.26,0.93,0.7,-2.11,18.82,3.28,broken,2,True,5.61
NVDA,1H,demand,DBR,2026-03-17T12:30:00-04:00,182.7,181.87,182.7,182.95,181.87,182.41,1.08,0.69,-0.01,0.34,2.17,0.67,broken,7,True,1.51
NVDA,1H,supply,RBD,2026-03-18T11:30:00-04:00,182.85,182.54,182.54,182.85,182.32,182.74,0.53,0.6,0.26,-0.38,3.35,0.54,broken,3,True,1.42
NVDA,1H,supply,RBD,2026-03-18T13:30:00-04:00,183.15,182.07,182.07,183.15,181.82,182.31,1.33,0.62,-0.24,-0.61,4.35,0.93,broken,5,True,2.03
NVDA,1H,supply,DBD,2026-03-19T15:30:00-04:00,179.15,178.5,179.13,179.15,177.91,178.5,1.24,0.85,-0.34,-2.01,3.62,2.71,broken,0,True,5.22
NVDA,1H,demand,DBR,2026-03-20T10:30:00-04:00,175.75,175.0,175.75,176.25,175.0,175.69,1.25,1.31,-1.94,0.2,5.25,0.7,broken,1,True,1.41
NVDA,1H,supply,RBD,2026-03-20T11:30:00-04:00,176.45,175.7,175.7,176.45,175.56,175.99,0.89,0.71,0.17,-0.64,3.17,0.57,broken,0,True,1.71
NVDA,1H,demand,DBR,2026-03-20T15:30:00-04:00,173.0,171.72,172.43,173.04,171.72,173.0,1.32,1.17,-0.89,3.45,8.46,2.1,broken,2,True,6.04
NVDA,1H,supply,RBD,2026-03-23T10:30:00-04:00,178.37,177.58,177.87,178.37,177.23,177.58,1.14,1.06,3.07,-1.86,9.75,1.17,broken,0,True,3.53
NVDA,1H,supply,RBD,2026-03-23T14:30:00-04:00,176.96,176.1,176.1,176.96,176.09,176.23,0.87,0.67,0.61,-0.46,5.5,0.65,broken,2,True,1.61
NVDA,1H,supply,DBD,2026-03-23T15:30:00-04:00,176.7,175.51,176.22,176.7,175.5,175.51,1.2,0.69,-0.4,-0.85,1.76,1.38,broken,5,True,2.73
NVDA,1H,supply,RBD,2026-03-24T11:30:00-04:00,175.9,175.32,175.61,175.9,174.92,175.32,0.98,0.67,0.71,-0.41,2.18,0.54,broken,3,True,1.45
NVDA,1H,supply,RBD,2026-03-24T14:30:00-04:00,176.22,175.43,175.43,176.22,175.3,175.51,0.92,0.64,0.55,-0.14,2.44,0.61,broken,0,True,1.25
NVDA,1H,demand,DBR,2026-03-24T15:30:00-04:00,175.52,174.86,175.52,175.62,174.86,175.31,0.76,0.67,-0.09,3.49,14.24,2.18,broken,0,True,6.17
NVDA,1H,supply,RBD,2026-03-25T13:30:00-04:00,179.57,178.94,178.94,179.57,178.66,179.02,0.91,0.61,-0.07,-0.28,5.25,0.77,broken,1,True,1.55
NVDA,1H,supply,RBD,2026-03-25T15:30:00-04:00,179.12,178.59,178.59,179.12,178.25,178.67,0.87,0.55,-0.25,-2.74,17.73,1.8,broken,0,True,5.04
NVDA,1H,supply,DBD,2026-03-26T12:30:00-04:00,174.0,173.54,173.78,174.0,173.33,173.54,0.67,0.68,-0.39,-1.06,5.9,1.14,broken,3,True,2.69
NVDA,1H,supply,DBD,2026-03-26T14:30:00-04:00,172.5,172.09,172.09,172.5,171.55,172.12,0.95,0.93,-1.01,-0.64,30.11,0.86,broken,0,True,2.0
NVDA,1H,supply,DBD,2026-03-27T13:30:00-04:00,168.24,167.84,167.84,168.24,167.6,168.0,0.64,0.7,-0.56,-0.39,3.59,0.81,broken,4,True,1.69
NVDA,1H,supply,DBD,2026-03-27T15:30:00-04:00,167.93,167.44,167.44,167.93,167.01,167.46,0.92,0.87,-0.4,-0.41,93.75,1.88,broken,2,True,2.78
NVDA,1H,supply,DBD,2026-03-30T13:30:00-04:00,166.45,165.69,165.87,166.45,165.59,165.69,0.86,0.64,-0.53,-0.83,7.07,0.89,broken,0,True,2.22
NVDA,1H,demand,DBR,2026-03-30T15:30:00-04:00,165.06,164.27,164.47,165.54,164.27,165.06,1.27,0.84,-0.42,3.93,6.78,1.88,fresh,0,False,9.3
NVDA,1H,demand,RBR,2026-03-31T11:30:00-04:00,171.05,169.75,170.3,171.28,169.75,171.05,1.53,0.81,0.04,1.32,2.97,1.44,fresh,0,False,6.27
NVDA,1H,demand,RBR,2026-03-31T13:30:00-04:00,173.28,172.28,173.28,173.73,172.28,173.26,1.45,0.82,1.25,0.38,45.0,0.92,one_test,1,False,3.3
NVDA,1H,demand,RBR,2026-03-31T15:30:00-04:00,174.31,173.85,173.94,174.62,173.85,174.31,0.77,0.91,0.63,1.14,5.04,1.78,multiple_tests,3,False,3.91
NVDA,1H,demand,RBR,2026-04-01T10:30:00-04:00,176.49,175.5,176.19,177.12,175.5,176.49,1.62,0.99,1.3,0.37,2.1,0.66,broken,0,True,1.53
NVDA,1H,demand,RBR,2026-04-01T15:30:00-04:00,176.0,175.5,176.0,176.26,175.5,175.8,0.76,0.55,0.45,-1.1,9.1,1.88,broken,4,True,3.48
NVDA,1H,demand,DBR,2026-04-06T10:30:00-04:00,176.78,176.18,176.78,176.96,176.18,176.49,0.78,0.75,-0.6,0.44,2.28,0.55,broken,3,True,1.49
NVDA,1H,demand,RBR,2026-04-06T13:30:00-04:00,176.98,176.44,176.93,177.3,176.44,176.98,0.86,0.59,-0.12,0.17,5.11,0.48,broken,0,True,1.15
NVDA,1H,demand,DBR,2026-04-07T10:30:00-04:00,175.09,173.66,175.09,175.17,173.66,175.01,1.51,1.19,-1.87,0.28,4.88,0.87,one_test,1,False,3.16
NVDA,1H,demand,DBR,2026-04-07T12:30:00-04:00,175.4,175.28,175.4,175.95,175.28,175.39,0.67,0.61,0.27,0.22,30.96,0.66,one_test,1,False,2.89
NVDA,1H,demand,DBR,2026-04-08T12:30:00-04:00,181.45,181.38,181.45,181.81,181.38,181.44,0.44,0.59,0.11,0.19,25.53,0.67,multiple_tests,3,False,1.86
NVDA,1H,demand,RBR,2026-04-08T14:30:00-04:00,181.71,181.1,181.71,182.05,181.1,181.71,0.95,0.72,0.19,0.31,42.0,0.73,multiple_tests,2,False,2.03
NVDA,1H,supply,RBD,2026-04-09T12:30:00-04:00,183.89,183.46,183.53,183.89,183.1,183.46,0.79,0.61,0.46,-0.26,5.07,0.61,broken,2,True,1.37
NVDA,1H,demand,RBR,2026-04-09T15:30:00-04:00,183.86,183.6,183.65,184.08,183.6,183.86,0.48,0.74,0.59,3.08,16.74,2.65,fresh,0,False,9.23
NVDA,1H,demand,DBR,2026-04-10T15:30:00-04:00,189.38,188.11,189.38,189.38,188.11,188.64,1.27,0.91,0.04,-0.17,3.21,2.09,broken,3,True,2.76
NVDA,1H,demand,DBR,2026-04-13T13:30:00-04:00,188.21,187.97,188.21,188.42,187.97,188.02,0.45,0.55,-0.32,0.51,3.75,0.66,fresh,0,False,4.67
NVDA,1H,demand,RBR,2026-04-13T15:30:00-04:00,189.21,188.39,188.7,189.46,188.39,189.21,1.07,0.78,0.9,2.75,3.8,2.48,fresh,0,False,8.73
NVDA,1H,demand,RBR,2026-04-14T10:30:00-04:00,193.44,192.66,192.87,193.73,192.66,193.44,1.07,1.12,3.17,1.01,2.36,1.07,broken,4,True,2.58
NVDA,1H,demand,DBR,2026-04-14T13:30:00-04:00,194.73,194.39,194.73,194.9,194.39,194.58,0.51,0.49,-0.16,1.2,10.87,1.06,broken,4,True,2.76
NVDA,1H,demand,RBR,2026-04-14T15:30:00-04:00,196.49,195.57,196.2,196.5,195.57,196.49,0.93,0.95,1.49,2.14,9.28,2.52,broken,8,True,5.16
NVDA,1H,supply,DBD,2026-04-15T11:30:00-04:00,200.4,199.12,199.79,200.4,199.09,199.12,1.31,1.24,-0.09,-1.62,3.22,1.2,broken,4,True,3.32
NVDA,1H,supply,RBD,2026-04-15T15:30:00-04:00,199.17,198.24,198.24,199.17,198.02,198.87,1.15,0.88,1.37,-1.08,2.39,1.65,broken,6,True,3.23
NVDA,1H,supply,DBD,2026-04-16T12:30:00-04:00,198.85,198.41,198.62,198.85,197.75,198.41,1.1,0.61,-0.39,-0.6,4.61,0.56,broken,1,True,1.66
NVDA,1H,demand,RBR,2026-04-16T15:30:00-04:00,198.24,198.09,198.12,198.8,198.09,198.24,0.71,0.6,0.51,1.45,3.96,2.68,broken,6,True,4.63
NVDA,1H,supply,RBD,2026-04-17T11:30:00-04:00,201.4,200.63,200.63,201.4,200.23,200.69,1.17,0.92,0.21,-0.53,13.67,0.65,broken,2,True,1.67
NVDA,1H,demand,DBR,2026-04-20T11:30:00-04:00,199.26,198.42,199.26,199.46,198.42,199.19,1.04,0.73,0.04,0.25,4.4,0.4,broken,15,True,1.15
NVDA,1H,demand,RBR,2026-04-20T12:30:00-04:00,199.53,199.14,199.2,199.8,199.14,199.53,0.66,0.41,0.2,0.81,3.23,0.78,broken,6,True,2.09
NVDA,1H,supply,DBD,2026-04-21T10:30:00-04:00,202.06,201.05,201.89,202.06,200.57,201.05,1.49,0.84,-0.87,-0.94,1.38,0.69,broken,7,True,2.13
NVDA,1H,demand,RBR,2026-04-21T13:30:00-04:00,199.93,199.26,199.34,200.38,199.26,199.93,1.12,0.63,0.03,0.82,1.74,0.63,broken,3,True,1.94
NVDA,1H,demand,RBR,2026-04-22T14:30:00-04:00,201.68,201.23,201.66,202.02,201.23,201.68,0.79,0.71,-0.06,0.57,75.01,0.83,broken,1,True,1.9
NVDA,1H,supply,RBD,2026-04-23T10:30:00-04:00,203.11,201.79,201.79,203.11,201.76,202.51,1.35,1.0,0.07,-1.06,1.95,0.94,broken,2,True,2.5
NVDA,1H,demand,DBR,2026-04-23T14:30:00-04:00,199.14,198.19,199.14,199.65,198.19,199.11,1.46,0.62,-0.21,0.38,19.67,0.61,broken,8,True,1.49
NVDA,1H,demand,RBR,2026-04-23T15:30:00-04:00,199.71,198.69,199.12,199.71,198.69,199.71,1.02,0.64,0.37,1.9,4.48,2.6,broken,7,True,5.0
