status,symbol,current_price,setup,scenario,scenario_label,option_contract,bias,side,timeframe,pattern,zone_type,zone_top,zone_bottom,trigger_level,confirmation_level,invalidation_level,distance_pct,freshness,freshness_label,tests,departure_atr,departure_grade,departure_volume_ratio,departure_body_vs_base_body,volume_grade,quality_score,target,estimated_rr,target_rr_raw,target_quality,target_level,target_reject_reason,target_rr_range,target_ladder,target_1_zone,target_1_rr,target_1_freshness,target_1_tests,target_1_role,target_2_zone,target_2_rr,target_2_freshness,target_2_tests,target_2_role,target_3_zone,target_3_rr,target_3_freshness,target_3_tests,target_3_role,intervening_zone_count,nearest_obstacle_zone,target_selection_reason,grade,confluence_count,confluence_timeframes,merged_from,primary_timeframe,closest_demand_bottom,closest_demand_top,closest_demand_timeframe,closest_demand_relation,distance_to_demand_pct,closest_supply_bottom,closest_supply_top,closest_supply_timeframe,closest_supply_relation,distance_to_supply_pct,price_position_status,current_price_as_of,structure_bias_5m,structure_detail_5m,last_swing_high_5m,prior_swing_high_5m,last_swing_low_5m,prior_swing_low_5m,structure_bias_15m,structure_detail_15m,last_swing_high_15m,prior_swing_high_15m,last_swing_low_15m,prior_swing_low_15m,structure_bias_1d,structure_detail_1d,last_swing_high_1d,prior_swing_high_1d,last_swing_low_1d,prior_swing_low_1d,structure_alignment,price_structure_bias,structure_trade_alignment,latest_price_session,latest_price_time,prior_rth_close,gap_abs,gap_pct,gap_direction,gap_size_bucket,recent_move_direction,recent_move_pct,recent_move_strength,price_vs_9ema,price_vs_vwap,ema9,session_vwap,volume_ratio_recent,volume_state,vpa_state,current_price_session,snapshot_context_time,snapshot_context_type,gap_zone_context,zone_thesis,zone_movement_state,historical_zone_tendency,historical_reaction_score,observation_score,observation_reason,watch_for,movement_watchlist_bucket,rejection_reasons,setup_quality_score,setup_quality_grade,rr_tier,rr_tier_class,rr_range_summary,final_eligible,watchlist_bucket,scenario_status,confirmation_needed,snapshot_test_date,snapshot_as_of_date,snapshot_type,snapshot_candidate_id,snapshot_source_file
Near-Term,PLTR,178.35,Demand Zone Test / Hold,demand_hold,Demand Reversal / Hold — Calls,Calls,Bullish,long,1D,DBR,demand,174.88,171.79,171.79,174.88,171.79,1.95,fresh,Fresh / untested (0 tests),0,0.89,Weak,0.95,4.7,Average,7.84,"1D supply @ 205.04 (RR 4.07, fresh, tests 0, quality 16.9)",4.07,4.07,16.94,205.04,,1:4.07,"T1: 1D supply @ 205.04 (RR 4.07, fresh, tests 0, quality 16.9)","1D supply @ 205.04 (RR 4.07, fresh, tests 0, quality 16.9)",4.07,fresh,0.0,hard_target,,,,,,,,,,,0,,t1_nearest_unbroken_opposing_zone,A,1,1D,1D demand 171.79-174.88 DBR,1D,171.79,174.88,1D,below_price,1.95,205.04,207.52,1D,above_price,14.96,between_nearest_demand_and_supply,2026-01-07T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-01-07 08:00 AM EST,179.65,-1.3,-0.724,Flat / no meaningful gap,flat,Bearish,-0.549,grinding,below_9ema,below_vwap,179.514,179.826,3.553,high_volume,high_volume,Premarket,2026-01-07T08:00:00-05:00,preopen,no_meaningful_gap,Demand Hold/Reversal Watch,approaching_demand_grinding,"Demand history: holds 33%, breaks 67% (3 tests)",-6.67,49.3,"structure mixed; approaching demand grinding; Demand history: holds 33%, breaks 67% (3 tests)","Watch for demand tap, absorption or lower-wick rejection, reclaim of demand top, then bullish follow-through.",Research / monitor only,eligible_pre_grade,8.515,A,Excellent 1:4.0+,rr-excellent,T1 1:4.07 (Excellent 1:4.0+); range 1:4.07–1:4.07,True,Final / Actionable,Ready: wait for 5M trigger,Calls: demand test; selling volume fades or stabilizes into zone; reversal candle; reclaim/hold 9EMA and VWAP; bullish continuation/RBR; market context improving,2026-01-07,2026-01-06,preopen,2026-01-07|preopen|PLTR|Demand Reversal / Hold — Calls|demand|1D|171.79|174.88|10,C:\Users\Jonat\Documents\Stock Project\v45\reports\backtest\preopen_snapshots\2026-01-07_movement_context_watchlist.csv
Near-Term,TSLA,434.8,Demand Zone Test / Hold,demand_hold,Demand Reversal / Hold — Calls,Calls,Bullish,long,1D,DBR,demand,430.81,422.12,422.12,430.81,422.12,0.92,one_test,One successful retest (1 tests),1,0.94,Weak,1.05,9.32,Average,6.49,"1D supply @ 447.99 (RR 1.04, fresh, tests 0, quality 14.4)",1.04,1.04,14.44,447.99,,1:1.04–1:3.99,"T1: 1D supply @ 447.99 (RR 1.04, fresh, tests 0, quality 14.4) | T2: 1D supply @ 485.40 (RR 3.99, fresh, tests 0, quality 14.4)","1D supply @ 447.99 (RR 1.04, fresh, tests 0, quality 14.4)",1.04,fresh,0.0,hard_target,"1D supply @ 485.40 (RR 3.99, fresh, tests 0, quality 14.4)",3.99,fresh,0.0,hard_target,,,,,,1,,t1_nearest_unbroken_opposing_zone,B+,1,1D,1D demand 422.12-430.81 DBR,1D,422.12,430.81,1D,below_price,0.92,447.99,457.55,1D,above_price,3.03,between_nearest_demand_and_supply,2026-01-07T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-01-07 08:00 AM EST,432.95,1.851,0.428,Flat / no meaningful gap,flat,Bullish,0.897,directional,above_9ema,above_vwap,432.129,432.931,1.662,elevated_volume,elevated_volume,Premarket,2026-01-07T08:00:00-05:00,preopen,no_meaningful_gap,Demand Hold/Reversal Watch,bouncing_from_demand,"Demand history: holds 33%, breaks 17% (6 tests)",3.33,67.3,"structure mixed; bouncing from demand; Demand history: holds 33%, breaks 17% (6 tests)","Watch for demand tap, absorption or lower-wick rejection, reclaim of demand top, then bullish follow-through.",Developing movement watch,rejected_low_rr_to_nearest_opposing_zone,6.605,B+,Poor <1:1.5,rr-poor,T1 1:1.04 (Poor <1:1.5); range 1:1.04–1:3.99,False,Developing Scenario,Blocked: nearest zone limits R:R,Calls: demand test; selling volume fades or stabilizes into zone; reversal candle; reclaim/hold 9EMA and VWAP; bullish continuation/RBR; market context improving,2026-01-07,2026-01-06,preopen,2026-01-07|preopen|TSLA|Demand Reversal / Hold — Calls|demand|1D|422.12|430.81|11,C:\Users\Jonat\Documents\Stock Project\v45\reports\backtest\preopen_snapshots\2026-01-07_movement_context_watchlist.csv
Near-Term,QQQ,622.42,Supply Zone Breakout,supply_break,Supply Breakout / Continuation — Calls,Calls,Bullish,long,1D,DBD/RBD,supply,628.92,623.82,628.92,628.92,623.82,1.04,multiple_tests,Multiple retests (3 tests),3,-1.19,Moderate,1.24,4.81,Strong,6.43,"1D supply @ 632.08 (RR 1.89, fresh, tests 0, quality 15.6)",1.89,1.89,15.62,632.08,,1:1.89,"T1: 1D supply @ 632.08 (RR 1.89, fresh, tests 0, quality 15.6)","1D supply @ 632.08 (RR 1.89, fresh, tests 0, quality 15.6)",1.89,fresh,0.0,hard_target,,,,,,,,,,,0,,t1_nearest_unbroken_opposing_zone,B+,2,1D,1D supply 623.82-625.78 DBD; 1D supply 624.38-628.92 RBD,1D,616.72,619.32,1D,below_price,0.5,623.82,628.92,1D,above_price,0.22,between_nearest_demand_and_supply,2026-01-07T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-01-07 08:00 AM EST,623.47,-1.05,-0.168,Flat / no meaningful gap,flat,Sideways,-0.146,sideways,below_9ema,below_vwap,623.615,623.789,3.157,high_volume,absorption_possible,Premarket,2026-01-07T08:00:00-05:00,preopen,no_meaningful_gap,Supply Breakout Watch,below_supply_no_trigger,"Supply history: rejects 25%, breaks 50% (4 tests)",5.0,63.0,"structure mixed; possible absorption; Supply history: rejects 25%, breaks 50% (4 tests)","Watch for a strong RTH close above supply, opening-volume confirmation, and hold/retest above the zone.",Developing movement watch,research_only_3_tests;rejected_low_rr_to_nearest_opposing_zone,6.638,B+,Watch only 1:1.5–1:1.99,rr-watch,T1 1:1.89 (Watch only 1:1.5–1:1.99); range 1:1.89–1:1.89,False,Developing Scenario,Blocked: nearest zone limits R:R,Calls: 5M close above supply; hold/retest above zone; volume expands on break or continuation; above 9EMA/VWAP; higher-high or higher-low structure,2026-01-07,2026-01-06,preopen,2026-01-07|preopen|QQQ|Supply Breakout / Continuation — Calls|supply|1D|623.82|628.92|12,C:\Users\Jonat\Documents\Stock Project\v45\reports\backtest\preopen_snapshots\2026-01-07_movement_context_watchlist.csv
Near-Term,NET,199.0,Supply Zone Breakout,supply_break,Supply Breakout / Continuation — Calls,Calls,Bullish,long,1D,DBD,supply,201.38,199.18,201.38,201.38,199.18,1.2,multiple_tests,Multiple retests (2 tests),2,-0.43,Weak,0.66,7.05,Weak,4.59,"1D supply @ 209.95 (RR 4.98, multiple_tests, tests 3, quality 6.8)",4.98,4.98,6.8,209.95,,1:4.98–1:16.34,"T1: 1D supply @ 209.95 (RR 4.98, multiple_tests, tests 3, quality 6.8) | T2: 1D supply @ 234.95 (RR 16.34, fresh, tests 0, quality 14.1)","1D supply @ 209.95 (RR 4.98, multiple_tests, tests 3, quality 6.8)",4.98,multiple_tests,3.0,hard_target,"1D supply @ 234.95 (RR 16.34, fresh, tests 0, quality 14.1)",16.34,fresh,0.0,hard_target,,,,,,1,,t1_nearest_unbroken_opposing_zone,B+,1,1D,1D supply 199.18-201.38 DBD,1D,193.31,195.68,1D,below_price,1.67,199.18,201.38,1D,above_price,0.09,between_nearest_demand_and_supply,2026-01-07T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-01-07 08:00 AM EST,198.05,0.95,0.48,Flat / no meaningful gap,flat,Bullish,1.203,directional,above_9ema,above_vwap,197.305,197.916,2.947,high_volume,high_volume,Premarket,2026-01-07T08:00:00-05:00,preopen,no_meaningful_gap,Supply Breakout Watch,approaching_supply_with_strength,"Supply history: rejects 50%, breaks 50% (2 tests)",0.0,64.0,"structure mixed; approaching supply with strength; Supply history: rejects 50%, breaks 50% (2 tests)","Watch for a strong RTH close above supply, opening-volume confirmation, and hold/retest above the zone.",Developing movement watch,rejected_2_tests_without_confluence_or_quality,6.537,B+,Excellent 1:4.0+,rr-excellent,T1 1:4.98 (Excellent 1:4.0+); range 1:4.98–1:16.34,False,Developing Scenario,Near zone: developing,Calls: 5M close above supply; hold/retest above zone; volume expands on break or continuation; above 9EMA/VWAP; higher-high or higher-low structure,2026-01-07,2026-01-06,preopen,2026-01-07|preopen|NET|Supply Breakout / Continuation — Calls|supply|1D|199.18|201.38|13,C:\Users\Jonat\Documents\Stock Project\v45\reports\backtest\preopen_snapshots\2026-01-07_movement_context_watchlist.csv
Near-Term,QQQ,622.42,Supply Zone Rejection,supply_reject,Supply Rejection — Puts,Puts,Bearish,short,1D,RBD,supply,637.01,632.08,637.01,632.08,637.01,1.55,fresh,Fresh / untested (0 tests),0,-1.59,Strong,1.08,4.23,Average,9.17,"1D demand @ 619.32 (RR 0.21, fresh, tests 0, quality 13.7)",0.21,0.21,13.72,619.32,,1:0.21–1:3.98,"T1: 1D demand @ 619.32 (RR 0.21, fresh, tests 0, quality 13.7) | T2: 1D demand @ 609.80 (RR 0.86, fresh, tests 0, quality 13.9) | T3: 1D demand @ 586.66 (RR 2.45, multiple_tests, tests 3, quality 6.3) | T4: 1D demand @ 570.07 (RR 3.59, fresh, tests 0, quality 13.9) | T5: 1D demand @ 564.35 (RR 3.98, one_test, tests 1, quality 11.3)","1D demand @ 619.32 (RR 0.21, fresh, tests 0, quality 13.7)",0.21,fresh,0.0,hard_target,"1D demand @ 609.80 (RR 0.86, fresh, tests 0, quality 13.9)",0.86,fresh,0.0,hard_target,"1D demand @ 586.66 (RR 2.45, multiple_tests, tests 3, quality 6.3)",2.45,multiple_tests,3.0,hard_target,4,,t1_nearest_unbroken_opposing_zone,B+,2,1D,1D supply 632.08-635.82 RBD; 1D supply 635.59-637.01 RBD,1D,616.72,619.32,1D,below_price,0.5,623.82,628.92,1D,above_price,0.22,between_nearest_demand_and_supply,2026-01-07T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-01-07 08:00 AM EST,623.47,-1.05,-0.168,Flat / no meaningful gap,flat,Sideways,-0.146,sideways,below_9ema,below_vwap,623.615,623.789,3.157,high_volume,absorption_possible,Premarket,2026-01-07T08:00:00-05:00,preopen,no_meaningful_gap,Supply Rejection Watch,below_supply_no_trigger,"Supply history: rejects 25%, breaks 50% (4 tests)",-5.0,53.0,"structure mixed; possible absorption; Supply history: rejects 25%, breaks 50% (4 tests)","Watch for failure to close above supply, upper-wick/absorption behavior, then bearish follow-through away from the zone.",Research / monitor only,rejected_low_rr_to_nearest_opposing_zone,7.314,B+,Poor <1:1.5,rr-poor,T1 1:0.21 (Poor <1:1.5); range 1:0.21–1:2.45,False,Developing Scenario,Blocked: nearest zone limits R:R,Puts: supply test; rejection candle; lose/hold below 9EMA and VWAP; bearish continuation/DBD; downside volume response; market context weakening,2026-01-07,2026-01-06,preopen,2026-01-07|preopen|QQQ|Supply Rejection — Puts|supply|1D|632.08|637.01|14,C:\Users\Jonat\Documents\Stock Project\v45\reports\backtest\preopen_snapshots\2026-01-07_movement_context_watchlist.csv
Near-Term,MSFT,477.43,Supply Zone Rejection,supply_reject,Supply Rejection — Puts,Puts,Bearish,short,1D,RBD,supply,493.5,485.93,493.5,485.93,493.5,1.78,fresh,Fresh / untested (0 tests),0,-0.62,Weak,0.68,2.72,Weak,7.8,"1D demand @ 475.00 (RR 0.15, fresh, tests 0, quality 14.9)",0.15,0.15,14.86,475.0,,1:0.15,"T1: 1D demand @ 475.00 (RR 0.15, fresh, tests 0, quality 14.9)","1D demand @ 475.00 (RR 0.15, fresh, tests 0, quality 14.9)",0.15,fresh,0.0,hard_target,,,,,,,,,,,0,,t1_nearest_unbroken_opposing_zone,B+,2,1D,1D supply 485.93-489.68 RBD; 1D supply 486.71-493.50 RBD,1D,468.02,475.0,1D,below_price,0.51,485.93,493.5,1D,above_price,1.78,between_nearest_demand_and_supply,2026-01-07T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-01-07 08:00 AM EST,478.51,-1.08,-0.226,Flat / no meaningful gap,flat,Sideways,0.186,sideways,below_9ema,below_vwap,477.622,478.442,3.199,high_volume,absorption_possible,Premarket,2026-01-07T08:00:00-05:00,preopen,no_meaningful_gap,Supply Rejection Watch,below_supply_no_trigger,"Supply history: rejects 25%, breaks 25% (4 tests)",0.0,58.0,"structure mixed; possible absorption; Supply history: rejects 25%, breaks 25% (4 tests)","Watch for failure to close above supply, upper-wick/absorption behavior, then bearish follow-through away from the zone.",Developing movement watch,rejected_low_rr_to_nearest_opposing_zone,6.912,B+,Poor <1:1.5,rr-poor,T1 1:0.15 (Poor <1:1.5); range 1:0.15–1:0.15,False,Developing Scenario,Blocked: nearest zone limits R:R,Puts: supply test; rejection candle; lose/hold below 9EMA and VWAP; bearish continuation/DBD; downside volume response; market context weakening,2026-01-07,2026-01-06,preopen,2026-01-07|preopen|MSFT|Supply Rejection — Puts|supply|1D|485.93|493.5|15,C:\Users\Jonat\Documents\Stock Project\v45\reports\backtest\preopen_snapshots\2026-01-07_movement_context_watchlist.csv
Near-Term,ANET,132.22,Demand Zone Test / Hold,demand_hold,Demand Reversal / Hold — Calls,Calls,Bullish,long,1D,RBR,demand,131.84,130.45,130.45,131.84,130.45,0.29,one_test,One successful retest (1 tests),1,0.54,Weak,1.07,3.57,Average,6.11,"1D supply @ 133.60 (RR 0.78, one_test, tests 1, quality 11.3)",0.78,0.78,11.31,133.6,,1:0.78–1:11.66,"T1: 1D supply @ 133.60 (RR 0.78, one_test, tests 1, quality 11.3) | T2: 1D supply @ 152.86 (RR 11.66, fresh, tests 0, quality 16.1)","1D supply @ 133.60 (RR 0.78, one_test, tests 1, quality 11.3)",0.78,one_test,1.0,hard_target,"1D supply @ 152.86 (RR 11.66, fresh, tests 0, quality 16.1)",11.66,fresh,0.0,hard_target,,,,,,1,,t1_nearest_unbroken_opposing_zone,B,1,1D,1D demand 130.45-131.84 RBR,1D,130.45,131.84,1D,below_price,0.29,133.6,136.09,1D,above_price,1.04,between_nearest_demand_and_supply,2026-01-07T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-01-07 08:00 AM EST,132.585,-0.365,-0.275,Flat / no meaningful gap,flat,Bearish,-1.38,directional,below_9ema,below_vwap,133.221,132.751,3.623,high_volume,high_volume,Premarket,2026-01-07T08:00:00-05:00,preopen,no_meaningful_gap,Demand Hold/Reversal Watch,approaching_demand_with_weakness,"Demand history: holds 50%, breaks 33% (6 tests)",3.33,67.3,"structure mixed; approaching demand with weakness; Demand history: holds 50%, breaks 33% (6 tests)","Watch for demand tap, absorption or lower-wick rejection, reclaim of demand top, then bullish follow-through.",Developing movement watch,rejected_low_rr_to_nearest_opposing_zone,6.417,B,Poor <1:1.5,rr-poor,T1 1:0.78 (Poor <1:1.5); range 1:0.78–1:11.66,False,Developing Scenario,Blocked: nearest zone limits R:R,Calls: demand test; selling volume fades or stabilizes into zone; reversal candle; reclaim/hold 9EMA and VWAP; bullish continuation/RBR; market context improving,2026-01-07,2026-01-06,preopen,2026-01-07|preopen|ANET|Demand Reversal / Hold — Calls|demand|1D|130.45|131.84|16,C:\Users\Jonat\Documents\Stock Project\v45\reports\backtest\preopen_snapshots\2026-01-07_movement_context_watchlist.csv
Near-Term,QQQ,622.42,Demand Zone Test / Hold,demand_hold,Demand Reversal / Hold — Calls,Calls,Bullish,long,1D,RBR,demand,619.32,616.72,616.72,619.32,616.72,0.5,fresh,Fresh / untested (0 tests),0,0.84,Weak,0.88,3.15,Weak,7.72,"1D supply @ 623.82 (RR 0.25, multiple_tests, tests 3, quality 7.9)",0.25,0.25,7.88,623.82,,1:0.25–1:1.69,"T1: 1D supply @ 623.82 (RR 0.25, multiple_tests, tests 3, quality 7.9) | T2: 1D supply @ 632.08 (RR 1.69, fresh, tests 0, quality 15.6)","1D supply @ 623.82 (RR 0.25, multiple_tests, tests 3, quality 7.9)",0.25,multiple_tests,3.0,hard_target,"1D supply @ 632.08 (RR 1.69, fresh, tests 0, quality 15.6)",1.69,fresh,0.0,hard_target,,,,,,1,,t1_nearest_unbroken_opposing_zone,B,1,1D,1D demand 616.72-619.32 RBR,1D,616.72,619.32,1D,below_price,0.5,623.82,628.92,1D,above_price,0.22,between_nearest_demand_and_supply,2026-01-07T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-01-07 08:00 AM EST,623.47,-1.05,-0.168,Flat / no meaningful gap,flat,Sideways,-0.146,sideways,below_9ema,below_vwap,623.615,623.789,3.157,high_volume,absorption_possible,Premarket,2026-01-07T08:00:00-05:00,preopen,no_meaningful_gap,Demand Hold/Reversal Watch,above_demand_no_trigger,"Demand history: holds 40%, breaks 60% (5 tests)",-4.0,54.0,"structure mixed; possible absorption; Demand history: holds 40%, breaks 60% (5 tests)","Watch for demand tap, absorption or lower-wick rejection, reclaim of demand top, then bullish follow-through.",Research / monitor only,rejected_low_rr_to_nearest_opposing_zone,6.356,B,Poor <1:1.5,rr-poor,T1 1:0.25 (Poor <1:1.5); range 1:0.25–1:1.69,False,Developing Scenario,Blocked: nearest zone limits R:R,Calls: demand test; selling volume fades or stabilizes into zone; reversal candle; reclaim/hold 9EMA and VWAP; bullish continuation/RBR; market context improving,2026-01-07,2026-01-06,preopen,2026-01-07|preopen|QQQ|Demand Reversal / Hold — Calls|demand|1D|616.72|619.32|17,C:\Users\Jonat\Documents\Stock Project\v45\reports\backtest\preopen_snapshots\2026-01-07_movement_context_watchlist.csv
Near-Term,SPY,691.57,Demand Zone Test / Hold,demand_hold,Demand Reversal / Hold — Calls,Calls,Bullish,long,1D,RBR,demand,687.72,680.59,680.59,687.72,680.59,0.56,fresh,Fresh / untested (0 tests),0,0.79,Weak,0.88,3.29,Weak,8.17,,,,,,no_valid_target,,,,,,,,,,,,,,,,,,0,,no_valid_target,B,2,1D,1D demand 686.38-687.72 RBR; 1D demand 680.59-684.83 RBR,1D,680.59,687.72,1D,below_price,0.56,,,,,,zone_context_mixed,2026-01-07T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-01-07 08:00 AM EST,691.8,-0.226,-0.033,Flat / no meaningful gap,flat,Sideways,-0.077,sideways,below_9ema,below_vwap,692.025,692.031,3.253,high_volume,high_volume,Premarket,2026-01-07T08:00:00-05:00,preopen,no_meaningful_gap,Demand Hold/Reversal Watch,above_demand_no_trigger,"Demand history: holds 25%, breaks 50% (4 tests)",-5.0,45.0,"structure mixed; Demand history: holds 25%, breaks 50% (4 tests)","Watch for demand tap, absorption or lower-wick rejection, reclaim of demand top, then bullish follow-through.",Research / monitor only,no_valid_target;rejected_low_rr_to_nearest_opposing_zone,5.037,B,Poor <1:1.5,rr-poor,No valid target,False,Developing Scenario,Blocked: nearest zone limits R:R,Calls: demand test; selling volume fades or stabilizes into zone; reversal candle; reclaim/hold 9EMA and VWAP; bullish continuation/RBR; market context improving,2026-01-07,2026-01-06,preopen,2026-01-07|preopen|SPY|Demand Reversal / Hold — Calls|demand|1D|680.59|687.72|18,C:\Users\Jonat\Documents\Stock Project\v45\reports\backtest\preopen_snapshots\2026-01-07_movement_context_watchlist.csv
Near-Term,COIN,250.48,Supply Zone Rejection,supply_reject,Supply Rejection — Puts,Puts,Bearish,short,1D,DBD,supply,257.0,252.61,257.0,252.61,257.0,0.85,multiple_tests,Multiple retests (4 tests),4,-0.63,Weak,0.9,11.15,Average,5.03,"1D demand @ 236.53 (RR 2.14, fresh, tests 0, quality 15.6)",2.14,2.14,15.64,236.53,,1:2.14,"T1: 1D demand @ 236.53 (RR 2.14, fresh, tests 0, quality 15.6)","1D demand @ 236.53 (RR 2.14, fresh, tests 0, quality 15.6)",2.14,fresh,0.0,hard_target,,,,,,,,,,,0,,t1_nearest_unbroken_opposing_zone,B,1,1D,1D supply 252.61-257.00 DBD,1D,225.91,236.53,1D,below_price,5.57,252.61,257.0,1D,above_price,0.85,between_nearest_demand_and_supply,2026-01-07T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-01-07 08:00 AM EST,250.54,-0.06,-0.024,Flat / no meaningful gap,flat,Sideways,0.008,sideways,below_9ema,below_vwap,250.758,250.537,2.3,high_volume,high_volume,Premarket,2026-01-07T08:00:00-05:00,preopen,no_meaningful_gap,Supply Rejection Watch,below_supply_no_trigger,"Supply history: rejects 0%, breaks 0% (2 tests)",0.0,50.0,"structure mixed; Supply history: rejects 0%, breaks 0% (2 tests)","Watch for failure to close above supply, upper-wick/absorption behavior, then bearish follow-through away from the zone.",Research / monitor only,rejected_4plus_entry_tests;rejected_low_rr_to_nearest_opposing_zone,5.707,B,Acceptable 1:2.0–1:2.49,rr-acceptable,T1 1:2.14 (Acceptable 1:2.0–1:2.49); range 1:2.14–1:2.14,False,Zone Map / Research,Blocked: nearest zone limits R:R,Puts: supply test; rejection candle; lose/hold below 9EMA and VWAP; bearish continuation/DBD; downside volume response; market context weakening,2026-01-07,2026-01-06,preopen,2026-01-07|preopen|COIN|Supply Rejection — Puts|supply|1D|252.61|257.0|19,C:\Users\Jonat\Documents\Stock Project\v45\reports\backtest\preopen_snapshots\2026-01-07_movement_context_watchlist.csv
Near-Term,ANET,132.22,Supply Zone Rejection,supply_reject,Supply Rejection — Puts,Puts,Bearish,short,1D,RBD,supply,136.09,133.6,136.09,133.6,136.09,1.04,one_test,One successful retest (1 tests),1,0.88,Weak,1.68,2.56,Excellent,7.06,"1D demand @ 131.84 (RR 0.10, one_test, tests 1, quality 10.4)",0.1,0.1,10.36,131.84,,1:0.10–1:3.57,"T1: 1D demand @ 131.84 (RR 0.10, one_test, tests 1, quality 10.4) | T2: 1D demand @ 125.00 (RR 1.87, fresh, tests 0, quality 15.1) | T3: 1D demand @ 118.42 (RR 3.57, fresh, tests 0, quality 14.1)","1D demand @ 131.84 (RR 0.10, one_test, tests 1, quality 10.4)",0.1,one_test,1.0,hard_target,"1D demand @ 125.00 (RR 1.87, fresh, tests 0, quality 15.1)",1.87,fresh,0.0,hard_target,"1D demand @ 118.42 (RR 3.57, fresh, tests 0, quality 14.1)",3.57,fresh,0.0,hard_target,2,,t1_nearest_unbroken_opposing_zone,B,1,1D,1D supply 133.60-136.09 RBD,1D,130.45,131.84,1D,below_price,0.29,133.6,136.09,1D,above_price,1.04,between_nearest_demand_and_supply,2026-01-07T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-01-07 08:00 AM EST,132.585,-0.365,-0.275,Flat / no meaningful gap,flat,Bearish,-1.38,directional,below_9ema,below_vwap,133.221,132.751,3.623,high_volume,high_volume,Premarket,2026-01-07T08:00:00-05:00,preopen,no_meaningful_gap,Supply Rejection Watch,rejecting_from_supply,"Supply history: rejects 17%, breaks 50% (6 tests)",-6.67,57.3,"structure mixed; rejecting from supply; Supply history: rejects 17%, breaks 50% (6 tests)","Watch for failure to close above supply, upper-wick/absorption behavior, then bearish follow-through away from the zone.",Developing movement watch,rejected_low_rr_to_nearest_opposing_zone,6.171,B,Poor <1:1.5,rr-poor,T1 1:0.10 (Poor <1:1.5); range 1:0.10–1:3.57,False,Developing Scenario,Blocked: nearest zone limits R:R,Puts: supply test; rejection candle; lose/hold below 9EMA and VWAP; bearish continuation/DBD; downside volume response; market context weakening,2026-01-07,2026-01-06,preopen,2026-01-07|preopen|ANET|Supply Rejection — Puts|supply|1D|133.6|136.09|20,C:\Users\Jonat\Documents\Stock Project\v45\reports\backtest\preopen_snapshots\2026-01-07_movement_context_watchlist.csv
